,Date,Open,High,Low,Close
0,2019-10-06 02:00:00,1.13273,1.1330799999999999,1.13273,1.13289
1,2019-10-06 02:01:00,1.1328799999999999,1.13289,1.13277,1.13283
2,2019-10-06 02:02:00,1.13284,1.13289,1.1328200000000002,1.13289
3,2019-10-06 02:03:00,1.13291,1.1329799999999999,1.1328799999999999,1.13297
4,2019-10-06 02:04:00,1.13296,1.13296,1.1328200000000002,1.1328200000000002
5,2019-10-06 02:05:00,1.13283,1.1328799999999999,1.1328200000000002,1.13287
6,2019-10-06 02:06:00,1.13287,1.1328799999999999,1.13277,1.13278
7,2019-10-06 02:07:00,1.13277,1.13277,1.13252,1.13252
8,2019-10-06 02:08:00,1.13252,1.1325399999999999,1.13247,1.1325399999999999
9,2019-10-06 02:09:00,1.13253,1.13257,1.13253,1.13257
10,2019-10-06 02:10:00,1.13256,1.13257,1.13229,1.1323299999999998
11,2019-10-06 02:11:00,1.1323299999999998,1.1325,1.1323299999999998,1.13247
12,2019-10-06 02:12:00,1.1325100000000001,1.13257,1.1325100000000001,1.1325399999999999
13,2019-10-06 02:13:00,1.1325399999999999,1.13258,1.13253,1.1325399999999999
14,2019-10-06 02:14:00,1.1325399999999999,1.13258,1.13253,1.13257
15,2019-10-06 02:15:00,1.13257,1.13257,1.13247,1.13247
16,2019-10-06 02:16:00,1.13244,1.13244,1.13226,1.13229
17,2019-10-06 02:17:00,1.13228,1.13229,1.13218,1.13219
18,2019-10-06 02:18:00,1.1321700000000001,1.13219,1.1321700000000001,1.13218
19,2019-10-06 02:19:00,1.13219,1.13225,1.13219,1.13225
20,2019-10-06 02:20:00,1.13224,1.13225,1.13222,1.13224
21,2019-10-06 02:21:00,1.13224,1.13225,1.13224,1.13224
22,2019-10-06 02:22:00,1.13225,1.13225,1.13221,1.13224
23,2019-10-06 02:23:00,1.13224,1.13227,1.13224,1.13227
24,2019-10-06 02:24:00,1.13227,1.13227,1.13225,1.13226
25,2019-10-06 02:25:00,1.13226,1.13226,1.1321700000000001,1.13226
26,2019-10-06 02:26:00,1.13226,1.13226,1.1322,1.13225
27,2019-10-06 02:27:00,1.13225,1.13231,1.13224,1.13231
28,2019-10-06 02:28:00,1.1323,1.1323,1.1323,1.1323
29,2019-10-06 02:29:00,1.1323299999999998,1.13237,1.1322,1.1322
30,2019-10-06 02:30:00,1.13221,1.13221,1.1322,1.1322
31,2019-10-06 02:31:00,1.13221,1.13228,1.1322,1.13226
32,2019-10-06 02:32:00,1.13227,1.13232,1.13225,1.13232
33,2019-10-06 02:33:00,1.13234,1.13244,1.13234,1.13242
34,2019-10-06 02:34:00,1.13242,1.13242,1.1324100000000001,1.13242
35,2019-10-06 02:35:00,1.13242,1.1324299999999998,1.13235,1.13236
36,2019-10-06 02:36:00,1.13237,1.13237,1.13228,1.1323
37,2019-10-06 02:37:00,1.13229,1.13231,1.13225,1.1323
38,2019-10-06 02:38:00,1.1323,1.13231,1.13228,1.13229
39,2019-10-06 02:39:00,1.13229,1.13231,1.13224,1.13225
40,2019-10-06 02:40:00,1.13224,1.13225,1.13221,1.13224
41,2019-10-06 02:41:00,1.13224,1.13224,1.13224,1.13224
42,2019-10-06 02:42:00,1.13224,1.13227,1.13224,1.13225
43,2019-10-06 02:43:00,1.13225,1.1323,1.13224,1.13224
44,2019-10-06 02:44:00,1.13225,1.13226,1.13224,1.13226
45,2019-10-06 02:45:00,1.13227,1.13227,1.13224,1.13225
46,2019-10-06 02:46:00,1.13225,1.1323,1.13224,1.13224
47,2019-10-06 02:47:00,1.13224,1.13226,1.13224,1.13225
48,2019-10-06 02:48:00,1.13224,1.13225,1.13224,1.13224
49,2019-10-06 02:49:00,1.1322299999999998,1.13225,1.13218,1.13224
50,2019-10-06 02:50:00,1.1322299999999998,1.13226,1.13219,1.13219
51,2019-10-06 02:51:00,1.13221,1.1322299999999998,1.13212,1.13212
52,2019-10-06 02:52:00,1.13214,1.13214,1.13205,1.1320700000000001
53,2019-10-06 02:53:00,1.13206,1.1320700000000001,1.13184,1.1319
54,2019-10-06 02:54:00,1.1319,1.1319,1.1317700000000002,1.13179
55,2019-10-06 02:55:00,1.13179,1.13181,1.13178,1.13179
56,2019-10-06 02:56:00,1.13179,1.13182,1.13173,1.13179
57,2019-10-06 02:57:00,1.13178,1.13179,1.1317700000000002,1.13178
58,2019-10-06 02:58:00,1.13178,1.13184,1.13178,1.13183
59,2019-10-06 02:59:00,1.13182,1.13184,1.13168,1.13168
60,2019-10-06 03:00:00,1.13171,1.13171,1.13162,1.13163
61,2019-10-06 03:01:00,1.13162,1.13164,1.13162,1.13163
62,2019-10-06 03:02:00,1.13163,1.13165,1.13163,1.13165
63,2019-10-06 03:03:00,1.13164,1.13165,1.1316,1.1316
64,2019-10-06 03:04:00,1.1316,1.13161,1.13143,1.1315899999999999
65,2019-10-06 03:05:00,1.1316,1.13163,1.1315899999999999,1.13163
66,2019-10-06 03:06:00,1.13163,1.13164,1.13162,1.13164
67,2019-10-06 03:07:00,1.13163,1.1316899999999999,1.13163,1.13168
68,2019-10-06 03:08:00,1.13171,1.13174,1.13164,1.13168
69,2019-10-06 03:09:00,1.1316899999999999,1.1317,1.1316700000000002,1.1316700000000002
70,2019-10-06 03:10:00,1.1316700000000002,1.1317,1.1316700000000002,1.1316899999999999
71,2019-10-06 03:11:00,1.1316899999999999,1.1317,1.13168,1.13168
72,2019-10-06 03:12:00,1.1316700000000002,1.1316700000000002,1.13158,1.1315899999999999
73,2019-10-06 03:13:00,1.13161,1.13168,1.13161,1.1316700000000002
74,2019-10-06 03:14:00,1.1316700000000002,1.1316899999999999,1.13164,1.1316899999999999
75,2019-10-06 03:15:00,1.1316700000000002,1.1316700000000002,1.1316,1.13163
76,2019-10-06 03:16:00,1.13164,1.13164,1.13163,1.13163
77,2019-10-06 03:17:00,1.13163,1.13164,1.13162,1.13163
78,2019-10-06 03:18:00,1.13163,1.13164,1.13162,1.13163
79,2019-10-06 03:19:00,1.13163,1.1317,1.13161,1.1316899999999999
80,2019-10-06 03:20:00,1.13171,1.13171,1.13166,1.13168
81,2019-10-06 03:21:00,1.1316700000000002,1.1316899999999999,1.13165,1.13168
82,2019-10-06 03:22:00,1.1316899999999999,1.1317,1.13166,1.1317
83,2019-10-06 03:23:00,1.1316899999999999,1.13171,1.1316899999999999,1.1317
84,2019-10-06 03:24:00,1.13171,1.13172,1.1316700000000002,1.13171
85,2019-10-06 03:25:00,1.1317,1.13171,1.1317,1.1317
86,2019-10-06 03:26:00,1.1316899999999999,1.1317,1.1316899999999999,1.1317
87,2019-10-06 03:27:00,1.1316899999999999,1.1317,1.13166,1.1316700000000002
88,2019-10-06 03:28:00,1.13166,1.13171,1.13166,1.13171
89,2019-10-06 03:29:00,1.13171,1.13176,1.13171,1.13175
90,2019-10-06 03:30:00,1.13176,1.13176,1.1316899999999999,1.1317
91,2019-10-06 03:31:00,1.1317,1.13176,1.1317,1.13174
92,2019-10-06 03:32:00,1.13175,1.13182,1.13174,1.13178
93,2019-10-06 03:33:00,1.1318,1.1318,1.13175,1.1318
94,2019-10-06 03:34:00,1.1318,1.13181,1.1317700000000002,1.13178
95,2019-10-06 03:35:00,1.1317700000000002,1.13181,1.1317700000000002,1.1318
96,2019-10-06 03:36:00,1.13179,1.1318,1.13179,1.13179
97,2019-10-06 03:37:00,1.1318,1.1318,1.1317700000000002,1.13178
98,2019-10-06 03:38:00,1.13179,1.13179,1.13176,1.13176
99,2019-10-06 03:39:00,1.13175,1.13175,1.13174,1.13175
100,2019-10-06 03:40:00,1.13175,1.1318,1.13175,1.13178
101,2019-10-06 03:41:00,1.13179,1.13181,1.13178,1.1318
102,2019-10-06 03:42:00,1.13179,1.1318,1.13179,1.13179
103,2019-10-06 03:43:00,1.1318,1.13183,1.13179,1.13179
104,2019-10-06 03:44:00,1.13179,1.13182,1.13179,1.13181
105,2019-10-06 03:45:00,1.1318,1.13181,1.13179,1.13179
106,2019-10-06 03:46:00,1.13179,1.13184,1.13178,1.13184
107,2019-10-06 03:47:00,1.1318700000000002,1.13189,1.13184,1.13184
108,2019-10-06 03:48:00,1.13185,1.13189,1.13184,1.13189
109,2019-10-06 03:49:00,1.13189,1.13191,1.13189,1.1319
110,2019-10-06 03:50:00,1.13191,1.13199,1.1319,1.13198
111,2019-10-06 03:51:00,1.13198,1.13209,1.13198,1.13208
112,2019-10-06 03:52:00,1.1320700000000001,1.13211,1.1320299999999999,1.1321
113,2019-10-06 03:53:00,1.13211,1.13211,1.13204,1.1321
114,2019-10-06 03:54:00,1.13211,1.13212,1.1320700000000001,1.1321
115,2019-10-06 03:55:00,1.13211,1.13211,1.13204,1.1320700000000001
116,2019-10-06 03:56:00,1.13208,1.1321,1.13204,1.13205
117,2019-10-06 03:57:00,1.13204,1.13205,1.1320299999999999,1.13204
118,2019-10-06 03:58:00,1.13204,1.13205,1.1319299999999999,1.13194
119,2019-10-06 03:59:00,1.1319299999999999,1.13195,1.13189,1.1319
120,2019-10-06 04:00:00,1.1319,1.13192,1.13179,1.13191
121,2019-10-06 04:01:00,1.13191,1.13196,1.1318700000000002,1.1319
122,2019-10-06 04:02:00,1.13189,1.13204,1.13183,1.13204
123,2019-10-06 04:03:00,1.13205,1.13212,1.13204,1.13212
124,2019-10-06 04:04:00,1.13212,1.1321700000000001,1.13212,1.1321700000000001
125,2019-10-06 04:05:00,1.13218,1.13235,1.13218,1.13232
126,2019-10-06 04:06:00,1.13232,1.1324,1.13232,1.1323299999999998
127,2019-10-06 04:07:00,1.13232,1.1324,1.13231,1.13232
128,2019-10-06 04:08:00,1.13232,1.13237,1.13231,1.13235
129,2019-10-06 04:09:00,1.13234,1.13242,1.13225,1.13242
